course_id,course_name,category,duration,enrolled_students,platform,price,completion_rate_clean,rating_clean
2491,Course_2491,Business,85,233,LinkedIn Learning,9.104.136.161.864.150,8.847,4.1
2492,Course_2492,AI,23,4344,Udemy,1.748.037.824.990.370,8.251,4.9
2493,Course_2493,Business,99,3537,Coursera,6.856.820.697.207.720,6.211,4.4
2494,Course_2494,Technology,81,1269,edX,7.872.112.818.952.000,54.804,4.2
2495,Course_2495,Programming,80,1725,edX,9.115.662.554.259.900,5.447,4.9
2496,Course_2496,Finance,80,3272,edX,16.121.577.402.522.500,7.646,4.3
2497,Course_2497,AI,49,2798,LinkedIn Learning,10.836.576.529.760.100,8.113,4.5
2498,Course_2498,Business,52,453,LinkedIn Learning,16.348.570.570.210.200,8.913,3.0
2499,Course_2499,Business,76,4692,LinkedIn Learning,23.666.746.205.113.300,7.767,4.3
2501,Course_2501,AI,29,3383,Coursera,3.413.334.644.647.530,6.958,3.2
2502,Course_2502,Technology,40,1237,LinkedIn Learning,43.348.331.525.165.600,5.688,3.2
2503,Course_2503,Technology,34,3510,Udemy,16.312.541.254.803.700,5.631,4.4
2504,Course_2504,Marketing,15,4537,Udemy,15.221.341.112.897.200,9.04,3.0
2505,Course_2505,Marketing,37,2350,edX,16.042.660.524.396.400,9.394,4.9
2506,Course_2506,Design,52,4713,Udemy,11.732.571.180.763.500,6.254,3.4
2507,Course_2507,Technology,36,1268,LinkedIn Learning,1.573.905.039.456.800,51.666,3.0
2508,Course_2508,Finance,24,3248,Udemy,42.057.898.989.166.800,6.964,4.7
2510,Course_2510,Business,68,310,edX,1.088.161.814.042.640,7.279,3.2
2511,Course_2511,Office Tools,76,3638,Coursera,3.412.239.374.397.850,5.521,3.2
2512,Course_2512,Design,38,2661,Udemy,11.834.026.523.256.100,7.898,3.6
2513,Course_2513,Programming,70,850,Udemy,10.597.987.906.180.800,59.532,3.4
2514,Course_2514,Office Tools,99,4183,edX,10.320.829.572.646.100,5.817,3.2
2515,Course_2515,AI,21,4437,edX,10.910.027.661.791.900,8.136,4.5
2516,Course_2516,Finance,27,1641,LinkedIn Learning,11.445.349.041.181.700,6.415,3.8
2517,Course_2517,Finance,14,4592,LinkedIn Learning,3.631.536.466.545.330,6.102,4.5
2518,Course_2518,Office Tools,54,2492,edX,16.437.402.365.386.800,5.26,4.6
2519,Course_2519,Office Tools,97,2133,LinkedIn Learning,62.435.438.566.802.700,9.249,4.4
2520,Course_2520,Technology,92,2067,LinkedIn Learning,702.450.269.437.067,8.915,3.2
2521,Course_2521,Business,45,196,Coursera,424.050.193.811.562,8.276,4.3
2524,Course_2524,AI,37,4459,LinkedIn Learning,8.616.788.936.851.920,6.513,3.4
2525,Course_2525,Programming,13,1866,Udemy,181.228.690.574.712,7.035,4.1
2526,Course_2526,Design,62,925,LinkedIn Learning,7.330.212.018.938.360,52.51,3.8
2527,Course_2527,AI,91,4423,Udemy,15.923.841.180.217.300,8.702,3.4
2528,Course_2528,Data Science,77,547,Coursera,11.574.471.565.576.100,5.065,4.3
2529,Course_2529,Marketing,92,2934,LinkedIn Learning,8.872.391.777.482.580,60.022,4.0
2530,Course_2530,Business,76,2370,Coursera,30.453.075.482.308.300,8.963,4.9
2531,Course_2531,Finance,84,2064,Coursera,6.250.337.795.497.110,7.068,4.0
2532,Course_2532,Office Tools,18,220,edX,101.411.820.346.371,5.553,4.2
2533,Course_2533,Finance,27,3203,Udemy,26.878.841.725.794.400,6.298,3.1
2534,Course_2534,AI,13,3131,LinkedIn Learning,14.921.137.036.269.800,8.597,3.0
2535,Course_2535,Finance,82,1001,edX,1.433.083.522.360.640,6.888,4.8
2536,Course_2536,Data Science,15,3146,Coursera,6.705.265.082.182.960,5.443,4.8
2537,Course_2537,Data Science,65,2662,edX,3.373.797.650.991.060,9.263,4.8
2538,Course_2538,Finance,20,858,Coursera,7.328.636.406.355.880,8.888,4.5
2539,Course_2539,Design,29,932,Coursera,6.644.972.727.957.690,52.554,3.2
2540,Course_2540,Programming,12,2651,Udemy,13.277.514.989.117.500,5.014,3.0
2541,Course_2541,Business,41,3873,Udemy,1.736.225.705.372.010,8.276,3.6
2542,Course_2542,Programming,15,120,edX,16.275.905.045.905.800,52.277,3.6
2543,Course_2543,Marketing,57,658,edX,18.261.549.268.300.000,60.158,4.1
2544,Course_2544,AI,52,633,LinkedIn Learning,20.510.051.328.919.500,50.201,4.5
2545,Course_2545,Business,24,963,LinkedIn Learning,5.111.552.181.357.210,6.329,4.2
2546,Course_2546,Business,54,3469,LinkedIn Learning,12.286.878.151.421.900,6.417,4.4
2547,Course_2547,Business,18,2640,Udemy,4.246.004.799.018.300,7.029,4.4
2548,Course_2548,Design,68,4409,edX,167.089.516.755.241,6.658,4.3
2549,Course_2549,Technology,75,1326,Udemy,8.464.021.460.488.380,6.054,3.7
2550,Course_2550,Business,98,3267,edX,10.795.617.046.420.900,7.756,3.8
2551,Course_2551,Marketing,30,903,Coursera,19.804.615.493.671.200,7.687,4.5
2552,Course_2552,AI,35,2704,Udemy,18.740.433.487.354.600,5.362,4.7
2553,Course_2553,Office Tools,14,1191,edX,8.023.796.191.857.540,9.415,3.8
2554,Course_2554,Marketing,17,1980,LinkedIn Learning,5.362.146.105.898.580,8.923,3.5
2555,Course_2555,AI,53,1704,Coursera,19.828.301.812.744.100,7.815,4.2
2556,Course_2556,AI,82,1374,edX,11.634.459.590.305.800,9.909,3.2
2557,Course_2557,Technology,28,2678,Coursera,9.573.737.691.062.990,9.928,3.2
2559,Course_2559,Business,24,1698,Udemy,9.220.402.562.735.750,8.656,4.6
2561,Course_2561,Data Science,56,743,Udemy,17.771.624.820.177.000,6.676,4.9
2562,Course_2562,Programming,34,2768,LinkedIn Learning,15.806.085.897.823.300,7.785,4.8
2563,Course_2563,Technology,37,2097,Coursera,1.294.689.946.625.290,7.594,4.7
2564,Course_2564,Business,45,2390,edX,10.288.478.642.452.400,77.584,3.8
2565,Course_2565,Design,23,5000,LinkedIn Learning,2.493.802.195.433.420,5.686,4.2
2566,Course_2566,Data Science,28,4783,Udemy,12.048.228.404.011.200,5.25,4.9
2567,Course_2567,Programming,51,3700,Udemy,12.771.933.472.005.700,9.67,4.9
2568,Course_2568,Marketing,65,1376,edX,13.187.990.599.245.600,5.597,4.1
2570,Course_2570,Marketing,51,306,Udemy,14.356.988.248.906.100,5.976,4.2
2571,Course_2571,Finance,78,1618,Coursera,16.254.240.418.284.400,9.605,3.3
2572,Course_2572,Office Tools,92,248,Udemy,5.881.608.179.936.280,6.824,4.7
2573,Course_2573,Office Tools,39,3431,Coursera,4.840.794.347.950.250,6.795,4.0
2574,Course_2574,Office Tools,96,3396,edX,1.051.890.200.417.710,9.466,3.4
2575,Course_2575,AI,11,4949,Udemy,11.363.226.192.621.300,7.206,3.0
2576,Course_2576,AI,72,2751,Udemy,17.036.029.849.077.000,6.312,4.2
2577,Course_2577,Finance,39,638,Udemy,13.138.441.566.751.500,8.924,4.9
2578,Course_2578,Office Tools,54,2410,edX,17.639.706.970.548.500,8.041,4.7
2579,Course_2579,AI,80,883,Coursera,10.462.255.773.182.800,6.417,4.3
2580,Course_2580,Finance,78,2501,edX,18.648.132.321.610.300,9.612,4.2
2581,Course_2581,Finance,58,1557,Udemy,19.494.641.220.305.400,6.378,3.1
2582,Course_2582,AI,12,3802,Udemy,1.739.568.067.502.560,9.536,4.1
2584,Course_2584,Marketing,95,3465,LinkedIn Learning,7.621.875.796.910.840,56.936,4.9
2585,Course_2585,AI,25,413,edX,5.273.955.894.937.810,6.469,3.7
2586,Course_2586,AI,55,1396,Udemy,13.831.411.265.234.500,8.976,3.0
2587,Course_2587,Design,10,3945,Udemy,11.403.531.528.758.500,7.26,4.8
2588,Course_2588,Technology,75,4421,LinkedIn Learning,2.360.420.313.162.290,7.233,3.5
2590,Course_2590,Design,61,308,edX,10.240.184.829.502.600,8.853,3.2
2592,Course_2592,Data Science,37,3448,Coursera,1.629.302.154.298.600,6.793,3.6
2593,Course_2593,Finance,49,4038,Udemy,18.307.311.430.812.500,8.715,4.7
2594,Course_2594,Design,38,858,Coursera,13.223.497.357.328.000,6.726,3.2
2595,Course_2595,Programming,73,327,Udemy,5.936.259.655.143.560,6.329,4.9
2596,Course_2596,Office Tools,53,2137,Coursera,54.850.522.324.703.000,5.326,4.5
2597,Course_2597,AI,62,3232,Coursera,7.569.503.636.759.700,9.718,3.6
2599,Course_2599,Office Tools,12,3933,edX,383.908.443.000.851,59.991,3.8
2600,Course_2600,Business,84,664,Coursera,17.763.714.943.561.700,9.731,4.8
2601,Course_2601,Programming,93,2887,Coursera,1.341.941.682.125.430,5.23,3.1
2602,Course_2602,Office Tools,95,403,LinkedIn Learning,15.940.325.325.065.400,7.662,3.2
2603,Course_2603,Office Tools,73,1516,edX,18.288.935.209.089.900,5.953,3.8
2604,Course_2604,Programming,21,4768,Coursera,7.129.045.279.422.690,7.036,3.0
2605,Course_2605,Technology,88,4057,Udemy,5.375.336.445.243.950,7.563,4.5
2606,Course_2606,Business,95,2483,edX,395.259.446.990.183,8.936,3.4
2607,Course_2607,Marketing,40,3331,Udemy,1.969.301.691.488.690,7.277,4.9
2608,Course_2608,Business,63,261,Udemy,18.777.943.013.640.900,6.878,4.3
2609,Course_2609,Finance,95,4195,Udemy,8.231.928.957.679.270,8.996,3.3
2610,Course_2610,Office Tools,77,4652,Udemy,20.978.788.803.719.400,56.814,4.9
2611,Course_2611,Data Science,80,488,LinkedIn Learning,1.657.398.028.811.090,8.85,3.6
2612,Course_2612,Marketing,20,4498,LinkedIn Learning,1.823.845.731.417.120,56.385,4.0
2613,Course_2613,Design,40,1319,edX,7.303.588.705.664.900,7.449,4.2
2614,Course_2614,Business,57,171,Udemy,2.381.473.610.282.620,9.196,3.0
2615,Course_2615,Technology,79,3362,Coursera,4.382.497.828.747.360,5.608,3.9
2617,Course_2617,Data Science,14,4357,edX,9.863.249.783.498.820,7.999,4.0
2618,Course_2618,Marketing,70,4751,Udemy,10.471.612.602.000.700,9.967,3.0
2619,Course_2619,Finance,56,2314,Udemy,59.853.542.569.271.100,7.5,3.3
2620,Course_2620,Business,90,3388,Udemy,17.543.789.326.266.500,9.654,3.9
2621,Course_2621,Design,84,1877,Udemy,11.871.031.439.174.500,9.428,3.9
2622,Course_2622,Finance,81,1766,Coursera,1.363.149.107.244.790,5.346,4.1
2623,Course_2623,AI,24,4468,Udemy,9.468.217.626.876.100,60.831,4.7
2625,Course_2625,Data Science,13,4462,edX,9.029.012.419.205.840,6.381,4.4
2626,Course_2626,Business,73,1941,Udemy,1.933.906.804.306.190,69.753,4.7
2627,Course_2627,Technology,52,287,Coursera,670.528.390.786.586,7.017,4.7
2628,Course_2628,Business,85,1674,LinkedIn Learning,7.422.701.752.043.980,7.72,4.4
2629,Course_2629,Office Tools,46,2386,Udemy,16.953.619.936.725.500,58.336,4.2
2630,Course_2630,Marketing,85,1591,Udemy,19.498.702.185.652.700,5.495,4.3
2631,Course_2631,Finance,67,415,Coursera,12.589.195.224.213.400,8.26,3.6
2632,Course_2632,Marketing,33,3454,LinkedIn Learning,7.428.639.778.827.070,7.659,3.8
2633,Course_2633,Programming,18,1801,edX,11.216.040.534.176.200,6.672,3.1
2635,Course_2635,Business,100,986,edX,10.899.490.185.196.300,60.408,3.1
2636,Course_2636,Finance,85,3270,LinkedIn Learning,1.427.921.199.284.480,6.314,3.1
2637,Course_2637,Data Science,64,389,LinkedIn Learning,16.530.058.554.169.900,8.21,3.0
2638,Course_2638,Marketing,48,1792,Coursera,1.795.195.458.273.080,9.24,4.9
2639,Course_2639,Office Tools,31,4155,Udemy,19.630.052.271.766.700,8.482,4.7
2640,Course_2640,Marketing,62,4075,edX,13.893.355.416.628.900,9.383,4.1
2641,Course_2641,AI,58,636,Coursera,16.246.207.561.474.300,5.627,3.8
2643,Course_2643,Data Science,18,1107,edX,18.951.486.390.923.000,9.37,4.8
2644,Course_2644,Design,72,1816,edX,440.501.688.758.187,8.596,3.3
2645,Course_2645,Finance,53,1721,Udemy,3.355.659.521.881.710,7.945,3.8
2646,Course_2646,Design,85,3809,Udemy,2.176.252.443.022.370,9.615,3.3
2647,Course_2647,Programming,47,1142,Coursera,187.947.102.068.037,8.988,3.9
2648,Course_2648,Technology,43,882,Coursera,13.779.362.115.399.300,6.613,4.5
2649,Course_2649,Data Science,24,3270,Coursera,1.995.594.388.637.740,9.312,3.1
2650,Course_2650,Programming,59,3675,LinkedIn Learning,14.420.823.471.385.800,8.632,3.1
2651,Course_2651,Data Science,74,2838,edX,18.766.831.062.464.400,7.333,3.3
2652,Course_2652,Design,13,2769,Udemy,13.510.534.083.001.800,5.167,4.1
2653,Course_2653,Technology,84,3997,LinkedIn Learning,8.794.705.603.263.260,5.179,4.2
2654,Course_2654,AI,54,4157,Coursera,4.132.217.805.675.250,6.985,3.8
2655,Course_2655,Design,80,1375,edX,10.328.215.377.884.200,7.237,4.5
2656,Course_2656,Technology,79,1811,edX,2.456.927.704.352.050,9.337,4.0
2657,Course_2657,AI,45,641,Coursera,18.650.499.327.310.200,6.178,3.8
2658,Course_2658,AI,19,2525,Coursera,6.267.360.726.856.590,8.425,3.2
2659,Course_2659,Business,81,1540,Udemy,18.010.708.154.079.700,6.737,3.5
2660,Course_2660,Finance,56,3742,Udemy,15.702.183.108.985.100,8.788,4.9
2661,Course_2661,Office Tools,45,313,edX,8.998.332.099.924.090,6.363,4.8
2662,Course_2662,Finance,41,4534,Coursera,14.085.649.010.660.100,5.551,3.8
2663,Course_2663,Office Tools,51,4135,Coursera,11.733.959.665.186.600,7.506,3.3
2664,Course_2664,Data Science,85,380,Udemy,9.729.407.103.404.940,8.16,3.6
2665,Course_2665,Marketing,56,4661,Coursera,773.379.976.786.206,6.154,3.5
2666,Course_2666,Technology,79,4539,edX,19.415.267.531.294.900,8.196,4.0
2667,Course_2667,Marketing,26,148,edX,15.313.831.133.722.500,9.094,4.3
2668,Course_2668,Design,32,3346,edX,9.444.204.921.329.400,8.583,3.4
2669,Course_2669,Office Tools,36,1513,Udemy,17.236.501.645.153.500,8.548,4.1
2670,Course_2670,Data Science,53,797,LinkedIn Learning,6.030.066.160.117.110,6.45,3.7
2671,Course_2671,Marketing,80,2593,Coursera,14.489.347.832.174.600,5.02,3.2
2672,Course_2672,Programming,53,3400,edX,28.857.223.734.030.700,6.468,4.4
2673,Course_2673,Finance,34,1778,Udemy,18.022.793.217.493.600,6.446,4.5
2674,Course_2674,Design,12,509,Udemy,8.081.966.314.837.820,9.122,4.8
2675,Course_2675,Data Science,71,2135,edX,15.546.221.038.566.700,7.291,3.5
2676,Course_2676,Programming,95,3369,Udemy,13.512.607.659.172.700,9.501,3.4
2677,Course_2677,Finance,49,3833,Coursera,3.599.606.030.770.410,57.166,4.4
2678,Course_2678,Data Science,12,1281,LinkedIn Learning,3.572.780.410.730.950,9.848,3.7
2679,Course_2679,Finance,78,1814,Coursera,1.683.606.592.601.730,8.052,3.5
2680,Course_2680,AI,59,379,edX,102.011.062.252.267,9.206,4.8
2681,Course_2681,Marketing,88,3544,Coursera,16.158.688.975.770.600,54.806,4.0
2682,Course_2682,Office Tools,33,246,Udemy,11.640.292.923.220.600,8.537,3.0
2683,Course_2683,Marketing,54,646,LinkedIn Learning,2.205.964.465.982.980,8.485,4.3
2684,Course_2684,Programming,14,1141,Udemy,16.825.405.425.508.500,8.531,3.2
2685,Course_2685,Technology,98,4934,Coursera,6.856.141.178.540.470,8.702,3.1
2686,Course_2686,Finance,45,3971,Coursera,8.552.197.287.743.920,9.726,4.6
2687,Course_2687,Design,16,4197,Udemy,141.084.617.361.145,5.997,3.9
2688,Course_2688,Programming,75,2426,Coursera,29.686.582.380.375.400,8.936,3.2
2689,Course_2689,Data Science,66,4664,Udemy,11.268.129.789.662.500,8.218,3.8
2690,Course_2690,Design,93,3762,Udemy,195.058.351.226.047,6.91,4.1
2691,Course_2691,Technology,49,155,LinkedIn Learning,15.624.307.457.819.000,9.33,3.6
2692,Course_2692,Design,34,1747,Udemy,13.722.158.605.890.500,9.341,3.4
2693,Course_2693,Programming,64,900,LinkedIn Learning,18.606.542.374.100.000,9.583,4.2
2694,Course_2694,Finance,51,4415,Udemy,13.860.729.963.276.400,8.806,3.8
2695,Course_2695,Office Tools,10,303,edX,1.377.847.083.443.780,5.315,4.8
2696,Course_2696,Marketing,49,1491,Coursera,4.171.061.491.050.470,61.88,4.9
2697,Course_2697,Programming,61,338,Udemy,8.110.256.581.912.570,5.124,3.2
2698,Course_2698,Business,95,3063,LinkedIn Learning,4.806.858.725.022.820,7.31,4.5
2699,Course_2699,Design,19,4519,Coursera,11.416.406.697.226.300,51.514,3.9
2700,Course_2700,Programming,26,2985,Coursera,17.186.417.617.266.400,9.403,3.5
2701,Course_2701,Programming,60,4556,edX,32.322.473.285.437.800,6.171,3.0
2702,Course_2702,AI,82,4001,Coursera,12.858.728.349.720.300,9.484,4.8
2703,Course_2703,Finance,13,1788,edX,16.061.988.707.805.400,7.095,3.5
2704,Course_2704,AI,71,719,Udemy,42.463.947.757.494.800,9.055,4.8
2705,Course_2705,Marketing,75,3239,Coursera,1.105.764.096.342.410,7.268,4.1
2706,Course_2706,Marketing,87,4733,Udemy,9.198.423.564.520.970,7.29,4.3
2707,Course_2707,Data Science,75,2048,edX,1.385.677.694.248.430,8.307,3.2
2708,Course_2708,Business,13,2520,Coursera,5.812.515.385.552.580,7.531,4.5
2709,Course_2709,Office Tools,67,1346,LinkedIn Learning,6.236.332.424.512.760,7.131,3.5
2710,Course_2710,Design,97,122,Coursera,14.939.882.904.248.900,8.718,4.1
2712,Course_2712,Business,28,1226,Coursera,15.717.182.043.228.700,8.659,3.1
2713,Course_2713,Business,10,989,LinkedIn Learning,6.446.517.015.147.460,6.913,4.8
2715,Course_2715,Design,22,1999,LinkedIn Learning,13.199.409.835.936.900,6.183,3.8
2717,Course_2717,Technology,79,1181,edX,7.593.503.235.038.590,9.304,3.2
2718,Course_2718,Programming,94,782,LinkedIn Learning,63.406.214.411.166.200,9.332,4.4
2719,Course_2719,Design,25,3831,Udemy,12.672.503.462.002.700,5.636,3.4
2720,Course_2720,Design,27,3213,LinkedIn Learning,1.853.343.661.262.680,9.706,3.5
2721,Course_2721,Data Science,86,1955,LinkedIn Learning,14.667.133.086.407.500,9.493,4.4
2722,Course_2722,Technology,80,1724,LinkedIn Learning,18.826.759.162.697.600,8.859,4.8
2723,Course_2723,Programming,58,1892,Udemy,9.612.141.042.253.900,80.579,4.7
2724,Course_2724,Technology,62,1474,LinkedIn Learning,3.534.143.581.306.010,5.973,3.2
2725,Course_2725,Office Tools,85,4329,Coursera,39.728.708.532.157.700,8.883,4.1
2726,Course_2726,Data Science,79,1273,Coursera,2.780.271.529.892.140,6.571,3.9
2727,Course_2727,AI,55,2383,LinkedIn Learning,9.293.612.964.051.920,9.851,3.2
2730,Course_2730,Finance,100,4105,Udemy,1.796.408.606.960.120,8.536,3.9
2731,Course_2731,Programming,38,672,Udemy,4.410.701.285.311.200,50.65,4.9
2732,Course_2732,Office Tools,24,3526,Coursera,19.797.720.062.403.900,7.077,4.3
2733,Course_2733,Marketing,69,2188,Udemy,19.840.894.167.773.500,5.428,3.1
2735,Course_2735,Data Science,84,507,Coursera,791.246.911.096.899,7.735,4.5
2736,Course_2736,Design,84,3526,LinkedIn Learning,12.134.678.824.596.200,8.337,4.3
2737,Course_2737,Marketing,81,2514,Coursera,11.804.556.840.806.200,5.301,4.3
2738,Course_2738,Programming,39,2447,Coursera,15.405.132.996.711.200,6.485,4.5
2739,Course_2739,Technology,96,2595,Udemy,18.970.138.920.987.100,8.706,4.5
2740,Course_2740,Marketing,68,4870,Udemy,18.603.011.519.296.800,6.962,4.0
2741,Course_2741,Data Science,80,4471,edX,11.037.044.991.886.000,59.027,4.1
2742,Course_2742,Finance,46,1548,Udemy,12.185.989.646.111.800,7.311,4.8
2743,Course_2743,Technology,85,1578,edX,14.162.663.175.629.800,6.975,4.5
2744,Course_2744,Marketing,37,982,edX,18.509.087.912.903.700,9.038,4.3
2745,Course_2745,AI,58,4211,LinkedIn Learning,9.618.755.942.086.500,8.721,4.1
2747,Course_2747,Technology,80,4025,edX,9.971.509.822.904.940,6.794,3.1
2748,Course_2748,Technology,95,4784,Coursera,12.128.232.926.451.100,5.884,3.0
2749,Course_2749,Programming,80,987,LinkedIn Learning,10.758.779.936.229.300,9.693,4.1
2750,Course_2750,Data Science,14,1854,Udemy,2.957.184.849.638.580,5.542,3.9
2751,Course_2751,Marketing,44,1330,Udemy,1.313.392.522.130.980,9.412,3.8
2752,Course_2752,Technology,25,2196,edX,1.948.118.970.661.390,8.419,4.1
2753,Course_2753,Marketing,82,4995,Udemy,1.900.840.395.840.160,6.05,3.5
2754,Course_2754,Marketing,13,2292,Udemy,917.100.155.473.238,6.017,3.9
2755,Course_2755,Marketing,61,3473,Coursera,18.748.943.443.154.100,7.374,3.8
2756,Course_2756,Design,93,730,Udemy,19.470.535.862.433.300,7.262,4.3
2757,Course_2757,Marketing,83,4893,edX,2.862.651.391.906.890,51.848,4.8
2758,Course_2758,AI,92,4559,LinkedIn Learning,17.607.719.544.357.100,5.278,3.7
2759,Course_2759,Office Tools,18,3924,Udemy,18.742.398.312.176.400,8.198,4.6
2760,Course_2760,Technology,32,1963,edX,9.514.831.029.272.200,8.605,3.8
2761,Course_2761,AI,37,3916,Udemy,1.874.665.890.898.870,8.5,3.0
2762,Course_2762,Business,65,2451,LinkedIn Learning,18.220.147.066.588.300,8.415,3.2
2763,Course_2763,Programming,20,2356,LinkedIn Learning,41.831.378.570.052.700,7.537,4.9
2764,Course_2764,Marketing,28,1294,Udemy,13.753.040.621.615.900,6.983,3.2
2765,Course_2765,Technology,18,3903,Coursera,1.084.492.325.288.660,7.084,4.6
2766,Course_2766,Data Science,24,1531,Udemy,765.478.752.483.902,7.939,4.6
2767,Course_2767,Office Tools,40,1415,Udemy,7.882.156.372.890.500,9.644,3.7
2768,Course_2768,Data Science,38,4254,LinkedIn Learning,19.400.842.505.682.400,7.234,4.0
2769,Course_2769,Finance,85,2485,Udemy,4.226.017.921.911.360,7.956,3.4
2770,Course_2770,Programming,98,432,edX,10.023.868.256.603.400,7.383,3.0
2771,Course_2771,Design,52,2006,Udemy,1.476.068.646.553.000,8.502,4.8
2772,Course_2772,Business,11,494,edX,9.843.496.720.603.540,8.271,4.9
2773,Course_2773,Marketing,48,2972,Udemy,13.681.291.803.819.000,9.949,4.1
2774,Course_2774,Business,32,2885,LinkedIn Learning,10.751.772.399.981.600,7.285,3.5
2775,Course_2775,Marketing,100,4531,edX,170.710.743.422.685,5.789,3.5
2776,Course_2776,Design,89,2658,Udemy,19.077.183.690.169.700,6.724,4.3
2777,Course_2777,Office Tools,84,3762,Coursera,9.311.708.192.962.520,6.822,3.1
2778,Course_2778,Finance,17,1502,LinkedIn Learning,8.986.074.728.377.050,9.807,4.7
2779,Course_2779,Office Tools,62,459,Coursera,12.051.912.291.599.100,9.253,4.8
2781,Course_2781,Finance,46,3699,LinkedIn Learning,1.884.745.284.186.670,6.553,3.2
2782,Course_2782,Technology,84,2715,Udemy,10.100.416.575.582.500,5.707,4.6
2783,Course_2783,Finance,49,156,Coursera,19.883.519.328.056.500,7.128,3.7
2784,Course_2784,AI,70,3942,Udemy,24.332.087.638.782.100,7.354,4.8
2785,Course_2785,AI,44,4327,LinkedIn Learning,19.986.210.951.145.200,6.433,4.7
2787,Course_2787,Office Tools,40,4029,Coursera,6.971.680.108.842.210,9.639,3.6
2788,Course_2788,Business,38,2600,LinkedIn Learning,1.815.632.630.077.470,61.621,4.5
2789,Course_2789,AI,91,1363,Coursera,42.081.590.596.093.900,7.049,3.2
2790,Course_2790,Data Science,84,637,LinkedIn Learning,1.538.684.549.705.060,61.722,4.5
2791,Course_2791,Design,59,1727,Udemy,133.015.482.337.665,6.075,3.1
2792,Course_2792,Technology,53,868,Udemy,3.753.286.120.273.650,5.081,3.5
2793,Course_2793,AI,88,598,Coursera,14.499.061.156.225.600,9.287,4.1
2794,Course_2794,Programming,49,4249,edX,4.801.042.886.134.530,6.901,4.1
2795,Course_2795,Finance,51,4817,Udemy,37.431.404.572.173.900,6.493,4.5
2796,Course_2796,Technology,94,3424,Udemy,20.432.420.987.877.500,9.116,4.7
2797,Course_2797,Finance,18,3814,edX,16.992.794.571.175.600,5.657,4.5
2798,Course_2798,AI,52,2934,edX,1.990.345.737.772.100,6.583,3.2
2799,Course_2799,Marketing,57,2277,Udemy,14.280.735.046.041.600,9.868,3.0
2801,Course_2801,AI,23,1575,LinkedIn Learning,196.318.254.229.258,60.208,3.6
2802,Course_2802,Finance,80,2129,edX,535.935.054.413.746,8.608,3.4
2803,Course_2803,Technology,46,4341,Udemy,9.853.021.560.796.310,8.269,3.0
2804,Course_2804,Data Science,40,688,Coursera,4.237.264.677.289.720,5.679,4.7
2805,Course_2805,Finance,77,1900,edX,27.185.958.158.975.200,5.103,4.0
2806,Course_2806,Office Tools,83,2893,Udemy,8.275.269.286.889.940,8.123,3.6
2807,Course_2807,Office Tools,26,4993,Coursera,22.492.263.322.848.300,5.127,4.3
2808,Course_2808,Technology,83,194,Coursera,9.009.421.658.178.530,7.595,4.0
2810,Course_2810,Data Science,89,2275,LinkedIn Learning,3.893.476.754.294.470,8.041,3.5
2812,Course_2812,Office Tools,72,1198,edX,16.996.780.715.960.600,5.74,3.2
2813,Course_2813,Business,53,3179,Udemy,11.974.521.544.883.900,7.156,3.6
2814,Course_2814,Finance,43,2855,Udemy,4.130.737.752.159.110,9.583,3.8
2815,Course_2815,Technology,93,4491,Coursera,13.252.879.872.605.300,5.26,3.5
2816,Course_2816,Office Tools,23,4145,edX,12.122.565.746.761.300,5.477,4.8
2817,Course_2817,AI,79,2417,Coursera,15.365.987.358.280.200,8.705,4.7
2818,Course_2818,Technology,42,3395,Coursera,15.043.828.911.601.300,8.615,4.3
2819,Course_2819,AI,43,4243,LinkedIn Learning,14.399.925.121.794.400,6.02,3.6
2820,Course_2820,Design,43,1056,edX,1.129.484.500.793.480,5.559,4.4
2821,Course_2821,Technology,73,188,Udemy,15.477.353.799.395.500,5.265,4.3
2822,Course_2822,Programming,21,3299,LinkedIn Learning,19.152.399.044.010.500,7.139,4.1
2823,Course_2823,Design,88,1630,LinkedIn Learning,18.838.038.010.196.800,5.742,4.4
2824,Course_2824,Technology,92,4445,LinkedIn Learning,13.029.580.455.156.100,7.374,4.4
2825,Course_2825,Data Science,50,834,edX,17.841.539.931.976.900,8.189,3.9
2826,Course_2826,Marketing,91,2684,Coursera,15.793.202.217.734.100,7.79,3.9
2827,Course_2827,Business,52,3014,edX,1.364.181.152.018.870,5.78,3.1
2828,Course_2828,Marketing,33,3995,LinkedIn Learning,15.552.968.318.900.500,8.479,3.1
2829,Course_2829,Finance,24,761,Coursera,4.193.920.626.260.350,8.306,3.7
2830,Course_2830,Finance,48,3673,edX,16.978.896.983.259.900,7.04,4.6
2831,Course_2831,Technology,61,4593,LinkedIn Learning,19.064.958.871.184.100,6.655,3.6
2832,Course_2832,Finance,41,1034,Udemy,13.900.109.286.111.900,7.399,4.6
2833,Course_2833,Design,41,4088,edX,6.789.442.925.204.740,64.741,4.5
2834,Course_2834,Business,37,3027,Coursera,15.225.867.262.050.900,51.982,3.9
2835,Course_2835,Technology,16,1304,Udemy,1.305.412.796.414.840,8.194,3.1
2836,Course_2836,Design,92,3341,edX,813.268.100.246.747,9.393,4.0
2837,Course_2837,Design,56,3169,Coursera,48.901.285.072.572.700,6.27,3.8
2838,Course_2838,Data Science,64,3790,Coursera,6.439.954.656.601.230,5.169,3.3
2839,Course_2839,AI,72,3221,LinkedIn Learning,10.731.055.823.897.200,8.607,4.8
